0.5, 4.9937499999754635, 5.0, 4.993742177722153, 4.993757841858017, 4.987499960692441
1.0, 9.974999999950864, 4.987500000000123, 4.981242158092971, 4.981257861585838, 4.974999960494667
1.5, 14.943749999926201, 4.975000000000247, 4.968742138365027, 4.968757881413166, 4.962499960295395
2.0, 19.899999999901475, 4.962500000000372, 4.956242118537571, 4.956257901340757, 4.949999960094612
2.5, 24.84374999987668, 4.950000000000498, 4.943742098609852, 4.943757921369373, 4.9374999598923
3.0, 29.774999999851822, 4.937500000000624, 4.931242078581105, 4.931257941499786, 4.924999959688445
3.5, 34.6937499998269, 4.925000000000752, 4.918742058450561, 4.918757961732772, 4.912499959483029
4.0, 39.5999999998019, 4.912500000000881, 4.9062420382174405, 4.906257982069118, 4.89999995927604
4.5, 44.49374999977684, 4.900000000001011, 4.8937420178809585, 4.8937580025096175, 4.88749995906746
5.0, 49.37499999975171, 4.8875000000011415, 4.881241997440321, 4.881258023055073, 4.8749999588572726
