0.0, 4.9937343358396, 10.0, 9.974937343358397
0.5, 9.974968710740466, 9.97500015703419, 9.94993734256928
1.0, 14.943703124701852, 9.950000314464921, 9.924937341380625
1.5, 19.899937577723, 9.925000472295196, 9.8999373397894
2.0, 24.843672069803148, 9.90000063052805, 9.874937337792536
2.5, 29.77490660094152, 9.87500078916655, 9.84993733538694
3.0, 34.69364117113734, 9.850000948213792, 9.824937332569482
3.5, 39.59987578038981, 9.825001107672902, 9.799937329337002
4.0, 44.49361042869815, 9.800001267547044, 9.77493732568631
4.5, 49.37484511606154, 9.775001427839404, 9.749937321614176
